"id","pm01","pm25","pm10","temperature","humidity","event"
"26204","2","3","3","31.70","77.50","2023-09-01 13:29:49"
"26205","3","5","5","31.70","75.10","2023-09-01 13:44:49"
"26206","6","9","9","31.80","77.60","2023-09-01 13:59:49"
"26207","4","6","7","31.40","79.30","2023-09-01 14:14:48"
"26208","2","3","5","31.80","77.90","2023-09-01 14:29:48"
"26209","2","4","4","32.00","76.70","2023-09-01 14:44:48"
"26210","5","6","7","31.90","76.50","2023-09-01 14:59:48"
"26211","5","10","11","32.00","76.90","2023-09-01 15:14:48"
"26212","2","4","4","31.80","78.20","2023-09-01 15:29:48"
"26213","2","3","4","31.80","77.80","2023-09-01 15:44:48"
"26214","5","9","9","31.80","78.60","2023-09-01 15:59:48"
"26215","3","4","4","31.60","79.90","2023-09-01 16:14:48"
"26216","2","3","4","31.40","80.40","2023-09-01 16:29:47"
"26217","2","4","4","31.50","78.70","2023-09-01 16:44:47"
"26218","3","5","6","31.20","80.60","2023-09-01 16:59:47"
"26219","4","7","11","31.10","81.10","2023-09-01 17:14:46"
"26220","3","5","5","31.30","80.10","2023-09-01 17:29:46"
"26221","5","7","7","31.00","82.50","2023-09-01 17:44:46"
"26222","3","5","5","30.90","84.00","2023-09-01 17:59:46"
"26223","4","6","6","30.90","82.90","2023-09-01 18:14:46"
"26224","5","9","9","30.60","83.20","2023-09-01 18:29:45"
"26225","5","9","10","30.60","83.50","2023-09-01 18:44:45"
"26226","6","9","10","30.30","85.30","2023-09-01 18:59:45"
"26227","4","5","8","30.20","85.60","2023-09-01 19:14:45"
"26228","6","7","8","30.20","86.20","2023-09-01 19:29:45"
"26229","6","12","13","30.00","87.70","2023-09-01 19:44:44"
"26230","8","12","13","29.90","88.40","2023-09-01 19:59:44"
"26231","4","6","7","29.80","89.60","2023-09-01 20:14:44"
"26232","7","14","16","29.80","90.10","2023-09-01 20:29:44"
"26233","5","8","8","29.90","90.40","2023-09-01 20:44:44"
"26234","4","7","10","29.90","90.10","2023-09-01 20:59:44"
"26235","8","10","13","29.60","90.80","2023-09-01 21:14:43"
"26236","5","8","10","29.60","90.80","2023-09-01 21:29:44"
"26237","7","10","11","29.50","91.10","2023-09-01 21:44:44"
"26238","6","9","10","29.50","91.20","2023-09-01 21:59:44"
"26239","8","11","11","29.60","91.60","2023-09-01 22:14:44"
"26240","7","11","12","29.50","91.90","2023-09-01 22:29:43"
"26241","4","5","6","29.40","93.20","2023-09-01 22:44:43"
"26242","1","4","4","29.30","93.30","2023-09-01 22:59:43"
"26243","5","10","11","28.40","87.80","2023-09-01 23:14:42"
"26244","7","13","14","26.60","93.90","2023-09-01 23:29:42"
"26245","1","2","2","22.30","100.00","2023-09-01 23:44:42"
"26246","4","7","7","22.90","100.00","2023-09-01 23:59:42"
"26247","0","1","2","23.60","100.00","2023-09-02 00:14:42"
"26248","1","2","3","23.80","100.00","2023-09-02 00:29:43"
"26249","2","3","5","23.70","100.00","2023-09-02 00:44:42"
"26250","3","5","6","23.70","100.00","2023-09-02 00:59:42"
"26251","3","5","5","23.90","100.00","2023-09-02 01:14:42"
"26252","4","6","7","23.80","100.00","2023-09-02 01:29:42"
"26253","3","9","9","24.00","100.00","2023-09-02 01:44:41"
"26254","3","5","5","23.90","100.00","2023-09-02 01:59:41"
"26255","3","5","6","24.00","100.00","2023-09-02 02:14:41"
"26256","5","7","7","24.20","100.00","2023-09-02 02:29:41"
"26257","2","5","6","24.40","100.00","2023-09-02 02:44:41"
"26258","3","6","8","24.60","100.00","2023-09-02 02:59:41"
"26259","3","5","6","24.70","100.00","2023-09-02 03:14:41"
"26260","4","8","9","24.70","100.00","2023-09-02 03:29:41"
"26261","6","8","8","24.70","100.00","2023-09-02 03:44:41"
"26262","5","8","10","24.70","100.00","2023-09-02 03:59:41"
"26263","4","6","7","24.70","100.00","2023-09-02 04:14:41"
"26264","3","6","6","24.80","100.00","2023-09-02 04:29:41"
"26265","2","4","4","24.80","100.00","2023-09-02 04:44:41"
"26266","3","7","7","24.80","100.00","2023-09-02 04:59:41"
"26267","3","5","6","24.90","100.00","2023-09-02 05:14:41"
"26268","3","6","6","24.90","100.00","2023-09-02 05:29:41"
"26269","5","7","7","24.90","100.00","2023-09-02 05:44:41"
"26270","4","5","6","24.90","100.00","2023-09-02 05:59:41"
"26271","4","6","6","25.00","100.00","2023-09-02 06:14:41"
"26272","4","5","5","25.00","100.00","2023-09-02 06:29:41"
"26273","4","5","6","25.10","100.00","2023-09-02 06:44:41"
"26274","5","8","8","25.20","100.00","2023-09-02 06:59:41"
"26275","6","13","14","25.20","100.00","2023-09-02 07:14:41"
"26276","5","8","9","25.60","100.00","2023-09-02 07:29:41"
"26277","7","14","14","26.30","100.00","2023-09-02 07:44:41"
"26278","6","8","9","26.50","100.00","2023-09-02 07:59:41"
"26279","8","9","9","26.60","100.00","2023-09-02 08:14:41"
"26280","6","9","11","26.70","99.30","2023-09-02 08:29:41"
"26281","7","9","9","27.10","97.90","2023-09-02 08:44:41"
"26282","10","12","12","27.30","96.80","2023-09-02 08:59:41"
"26283","9","12","13","27.50","97.40","2023-09-02 09:14:41"
"26284","9","11","13","27.70","95.80","2023-09-02 09:29:40"
"26285","7","9","10","27.80","96.10","2023-09-02 09:44:40"
"26286","5","7","8","28.00","94.10","2023-09-02 09:59:40"
"26287","7","9","10","28.20","92.40","2023-09-02 10:14:40"
"26288","6","8","8","28.20","92.50","2023-09-02 10:29:40"
"26289","5","7","7","28.70","91.10","2023-09-02 10:44:39"
"26290","4","6","7","28.90","89.10","2023-09-02 10:59:39"
"26291","3","5","5","29.30","87.50","2023-09-02 11:14:39"
"26292","3","4","5","29.30","85.40","2023-09-02 11:29:39"
"26293","3","4","4","29.40","84.10","2023-09-02 11:44:39"
"26294","4","6","7","29.50","83.30","2023-09-02 11:59:39"
"26295","4","5","5","29.70","84.20","2023-09-02 12:14:39"
"26296","4","5","7","29.80","84.70","2023-09-02 12:29:39"
"26297","1","2","3","29.60","86.20","2023-09-02 12:44:39"
"26298","4","4","4","29.90","86.10","2023-09-02 12:59:39"
"26299","3","4","4","30.40","86.60","2023-09-02 13:14:39"
"26300","3","4","4","30.40","84.50","2023-09-02 13:29:39"
"26301","3","6","7","30.60","85.40","2023-09-02 13:44:39"
"26302","5","8","8","30.40","86.30","2023-09-02 13:59:38"
"26303","16","23","28","30.10","86.50","2023-09-02 14:14:38"
"26304","11","15","16","30.10","87.20","2023-09-02 14:29:38"
"26305","5","9","11","30.50","87.70","2023-09-02 14:44:38"
"26306","4","5","7","30.50","86.70","2023-09-02 14:59:37"
"26307","3","5","5","30.50","85.60","2023-09-02 15:14:37"
"26308","4","6","6","30.50","85.90","2023-09-02 15:29:38"
"26309","5","7","8","30.50","86.40","2023-09-02 15:44:38"
"26310","5","7","7","30.50","86.00","2023-09-02 15:59:37"
"26311","6","8","8","30.40","88.00","2023-09-02 16:14:37"
"26312","7","11","11","30.50","88.40","2023-09-02 16:29:37"
"26313","5","8","10","30.40","89.90","2023-09-02 16:44:37"
"26314","5","11","14","30.20","91.00","2023-09-02 16:59:37"
"26315","4","5","6","30.10","91.20","2023-09-02 17:14:37"
"26316","6","8","9","30.00","91.50","2023-09-02 17:29:37"
"26317","6","8","8","29.90","92.70","2023-09-02 17:44:36"
"26318","8","10","11","29.70","93.00","2023-09-02 17:59:36"
"26319","11","17","17","29.70","93.30","2023-09-02 18:14:36"
"26320","7","9","10","29.70","93.70","2023-09-02 18:29:36"
"26321","6","8","8","29.50","94.40","2023-09-02 18:44:36"
"26322","5","7","9","29.40","93.60","2023-09-02 18:59:36"
"26323","7","11","13","29.30","93.60","2023-09-02 19:14:35"
"26324","6","10","11","29.20","93.30","2023-09-02 19:29:36"
"26325","8","11","12","29.20","93.90","2023-09-02 19:44:36"
"26326","7","10","10","29.10","93.90","2023-09-02 19:59:36"
"26327","6","9","11","29.00","94.50","2023-09-02 20:14:36"
"26328","8","11","13","29.00","94.80","2023-09-02 20:29:36"
"26329","7","10","12","29.00","94.60","2023-09-02 20:44:36"
"26330","6","9","9","28.90","95.50","2023-09-02 20:59:36"
"26331","8","11","11","29.00","94.60","2023-09-02 21:14:36"
"26332","9","12","12","28.90","95.10","2023-09-02 21:29:36"
"26333","8","11","12","28.90","95.20","2023-09-02 21:44:37"
"26334","8","12","14","28.90","95.00","2023-09-02 21:59:37"
"26335","8","11","17","28.90","95.10","2023-09-02 22:14:36"
"26336","8","14","15","29.00","95.20","2023-09-02 22:29:37"
"26337","9","18","20","28.90","95.80","2023-09-02 22:44:37"
"26338","8","12","14","28.80","97.00","2023-09-02 22:59:36"
"26339","6","9","11","28.80","96.50","2023-09-02 23:14:36"
"26340","5","8","9","28.80","96.80","2023-09-02 23:29:36"
"26341","7","10","10","28.70","97.80","2023-09-02 23:44:36"
"26342","6","11","12","28.70","97.80","2023-09-02 23:59:35"
"26343","8","14","15","28.70","98.10","2023-09-03 00:14:36"
"26344","6","9","12","28.70","98.30","2023-09-03 00:29:35"
"26345","4","6","7","28.60","97.60","2023-09-03 00:44:35"
"26346","6","7","9","28.60","98.10","2023-09-03 00:59:35"
"26347","5","9","11","28.70","98.20","2023-09-03 01:14:35"
"26348","5","8","10","28.70","98.40","2023-09-03 01:29:35"
"26349","3","8","9","28.60","98.60","2023-09-03 01:44:35"
"26350","4","6","7","28.60","97.90","2023-09-03 01:59:35"
"26351","4","9","9","28.60","97.70","2023-09-03 02:14:34"
"26352","3","4","5","28.60","98.00","2023-09-03 02:29:34"
"26353","3","5","6","28.60","98.30","2023-09-03 02:44:34"
"26354","2","5","5","28.60","98.00","2023-09-03 02:59:34"
"26355","3","5","5","28.50","97.50","2023-09-03 03:14:34"
"26356","4","6","6","28.50","97.80","2023-09-03 03:29:34"
"26357","4","5","6","28.50","97.90","2023-09-03 03:44:33"
"26358","3","4","4","28.50","97.90","2023-09-03 03:59:33"
"26359","4","6","7","28.40","98.00","2023-09-03 04:14:33"
"26360","5","7","8","28.50","98.60","2023-09-03 04:29:33"
"26361","2","4","4","28.40","99.10","2023-09-03 04:44:32"
"26362","3","6","7","28.40","98.70","2023-09-03 04:59:32"
"26363","3","5","6","28.40","97.90","2023-09-03 05:14:32"
"26364","4","7","9","28.20","98.90","2023-09-03 05:29:32"
"26365","5","9","10","28.20","99.50","2023-09-03 05:44:32"
"26366","4","6","7","28.20","98.90","2023-09-03 05:59:32"
"26367","2","4","5","28.10","99.50","2023-09-03 06:14:32"
"26368","3","5","5","28.10","99.50","2023-09-03 06:29:31"
"26369","3","4","4","28.00","100.00","2023-09-03 06:44:31"
"26370","3","10","10","28.20","99.10","2023-09-03 06:59:31"
"26371","4","5","5","28.20","98.70","2023-09-03 07:14:31"
"26372","4","6","8","28.30","98.30","2023-09-03 07:29:31"
"26373","2","3","3","28.30","97.20","2023-09-03 07:44:30"
"26374","3","6","8","28.50","96.30","2023-09-03 07:59:30"
"26375","3","5","6","28.80","95.60","2023-09-03 08:14:30"
"26376","2","4","4","29.00","94.20","2023-09-03 08:29:30"
"26377","1","3","4","29.20","94.70","2023-09-03 08:44:30"
"26378","4","6","6","29.20","94.20","2023-09-03 08:59:30"
"26379","4","5","5","29.20","93.70","2023-09-03 09:14:29"
"26380","4","6","6","29.60","93.00","2023-09-03 09:29:29"
"26381","3","4","6","29.90","92.20","2023-09-03 09:44:29"
"26382","2","4","6","30.00","91.70","2023-09-03 09:59:29"
"26383","4","6","7","30.20","91.00","2023-09-03 10:14:29"
"26384","3","5","6","30.30","89.90","2023-09-03 10:29:29"
"26385","4","6","7","30.40","89.40","2023-09-03 10:44:29"
"26386","4","6","7","30.50","89.60","2023-09-03 10:59:29"
"26387","2","4","4","30.40","89.30","2023-09-03 11:14:29"
"26388","4","5","7","30.60","89.10","2023-09-03 11:29:30"
"26389","3","5","9","30.60","89.80","2023-09-03 11:44:30"
"26390","3","4","4","30.70","88.50","2023-09-03 11:59:30"
"26391","6","8","9","30.80","89.00","2023-09-03 12:14:30"
"26392","5","6","7","30.80","89.00","2023-09-03 12:29:30"
"26393","3","4","4","30.80","88.10","2023-09-03 12:44:30"
"26394","3","5","6","31.20","85.50","2023-09-03 12:59:30"
"26395","5","6","8","31.20","85.90","2023-09-03 13:14:30"
"26396","2","6","6","31.40","86.90","2023-09-03 13:29:30"
"26397","4","8","9","31.50","88.00","2023-09-03 13:44:30"
"26398","3","5","5","31.40","87.40","2023-09-03 13:59:30"
"26399","4","6","6","31.50","86.40","2023-09-03 14:14:30"
"26400","6","11","11","31.50","86.60","2023-09-03 14:29:29"
"26401","3","6","6","31.70","86.30","2023-09-03 14:44:29"
"26402","2","5","6","31.60","85.80","2023-09-03 14:59:29"
"26403","4","11","12","31.60","86.40","2023-09-03 15:14:30"
"26404","6","9","12","31.60","86.00","2023-09-03 15:29:29"
"26405","7","10","10","31.50","86.10","2023-09-03 15:44:29"
"26406","2","5","5","31.40","86.80","2023-09-03 15:59:29"
"26407","3","5","5","31.30","88.00","2023-09-03 16:14:29"
"26408","4","6","8","31.20","87.30","2023-09-03 16:29:29"
"26409","4","5","6","31.00","86.70","2023-09-03 16:44:29"
"26410","4","6","7","31.00","84.90","2023-09-03 16:59:29"
"26411","8","12","14","30.90","86.50","2023-09-03 17:14:29"
"26412","4","6","6","30.90","86.00","2023-09-03 17:29:29"
"26413","4","5","5","30.90","86.80","2023-09-03 17:44:29"
"26414","4","8","8","30.70","87.90","2023-09-03 17:59:29"
"26415","2","5","6","30.50","88.60","2023-09-03 18:14:29"
"26416","8","12","13","30.20","89.10","2023-09-03 18:29:29"
"26417","5","7","7","30.20","90.20","2023-09-03 18:44:29"
"26418","6","8","10","30.00","90.40","2023-09-03 18:59:28"
"26419","5","8","10","29.90","91.90","2023-09-03 19:14:28"
"26420","5","9","10","29.60","93.20","2023-09-03 19:29:28"
"26421","4","8","11","29.60","93.10","2023-09-03 19:44:28"
"26422","3","8","9","29.50","93.10","2023-09-03 19:59:27"
"26423","7","10","13","29.40","93.60","2023-09-03 20:14:27"
"26424","7","11","12","29.40","93.50","2023-09-03 20:29:27"
"26425","9","13","15","29.40","93.40","2023-09-03 20:44:27"
"26426","7","13","16","29.40","93.60","2023-09-03 20:59:27"
"26427","7","12","14","29.30","95.30","2023-09-03 21:14:27"
"26428","6","9","10","29.30","95.10","2023-09-03 21:29:26"
"26429","6","11","11","29.30","95.70","2023-09-03 21:44:26"
"26430","4","7","10","29.30","95.80","2023-09-03 21:59:26"
"26431","4","8","11","29.20","96.60","2023-09-03 22:14:26"
"26432","5","9","10","29.30","96.40","2023-09-03 22:29:26"
"26433","4","8","8","29.20","97.10","2023-09-03 22:44:26"
"26434","3","5","5","29.20","96.90","2023-09-03 22:59:25"
"26435","5","8","10","29.20","97.00","2023-09-03 23:14:25"
"26436","3","6","6","29.20","97.30","2023-09-03 23:29:25"
"26437","2","3","3","29.20","96.50","2023-09-03 23:44:25"
"26438","3","5","9","29.20","96.10","2023-09-03 23:59:25"
"26439","2","5","9","29.20","96.60","2023-09-04 00:14:25"
"26440","3","6","7","29.10","96.90","2023-09-04 00:29:24"
"26441","4","6","7","29.10","96.50","2023-09-04 00:44:24"
"26442","3","7","8","29.00","97.40","2023-09-04 00:59:24"
"26443","3","6","8","29.10","97.40","2023-09-04 01:14:24"
"26444","4","6","8","29.10","97.40","2023-09-04 01:29:24"
"26445","3","5","6","29.10","98.00","2023-09-04 01:44:24"
"26446","3","6","7","29.10","96.30","2023-09-04 01:59:23"
"26447","3","6","6","29.10","97.10","2023-09-04 02:14:23"
"26448","4","6","8","29.10","96.30","2023-09-04 02:29:23"
"26449","3","6","6","29.10","96.50","2023-09-04 02:44:23"
"26450","4","9","10","29.00","95.90","2023-09-04 03:14:24"
"26451","3","7","8","29.00","95.70","2023-09-04 03:29:23"
"26452","4","6","6","28.90","96.50","2023-09-04 03:44:24"
"26453","3","5","6","28.90","95.00","2023-09-04 03:59:24"
"26454","4","8","9","28.90","95.70","2023-09-04 04:14:24"
"26455","3","5","6","28.90","96.00","2023-09-04 04:29:24"
"26456","3","6","6","28.90","96.10","2023-09-04 04:44:24"
"26457","3","6","6","28.90","95.50","2023-09-04 04:59:24"
"26458","2","5","5","28.90","95.00","2023-09-04 05:14:24"
"26459","3","5","7","28.90","94.80","2023-09-04 05:29:24"
"26460","4","5","5","28.90","95.10","2023-09-04 05:44:25"
"26461","3","5","8","28.90","96.10","2023-09-04 05:59:25"
"26462","3","5","5","28.80","95.30","2023-09-04 06:14:25"
"26463","4","6","9","28.80","95.80","2023-09-04 06:29:24"
"26464","5","6","7","28.80","96.10","2023-09-04 06:44:24"
"26465","3","7","8","28.80","96.70","2023-09-04 06:59:23"
"26466","5","7","7","28.80","96.80","2023-09-04 07:14:23"
"26467","3","8","9","28.80","96.30","2023-09-04 07:29:23"
"26468","4","7","7","28.80","96.70","2023-09-04 07:44:23"
"26469","4","10","11","29.00","96.00","2023-09-04 07:59:23"
"26470","5","7","11","29.20","94.70","2023-09-04 08:14:23"
"26471","6","10","10","29.30","94.00","2023-09-04 08:29:23"
"26472","6","11","14","29.70","93.30","2023-09-04 08:44:22"
"26473","5","10","12","29.70","93.20","2023-09-04 08:59:22"
"26474","4","7","11","29.80","94.10","2023-09-04 09:14:22"
"26475","5","8","9","30.10","91.00","2023-09-04 09:29:22"
"26476","7","11","14","30.30","91.00","2023-09-04 09:44:22"
"26477","6","13","14","30.40","90.50","2023-09-04 09:59:22"
"26478","6","10","15","30.60","90.00","2023-09-04 10:14:21"
"26479","6","10","10","30.60","89.80","2023-09-04 10:29:22"
"26480","5","10","13","30.80","89.60","2023-09-04 10:44:22"
"26481","7","11","13","31.00","90.30","2023-09-04 10:59:21"
"26482","5","10","12","31.00","87.30","2023-09-04 11:14:22"
"26483","6","9","9","31.10","88.00","2023-09-04 11:29:21"
"26484","8","13","15","31.30","88.30","2023-09-04 11:44:21"
"26485","6","10","12","31.50","86.40","2023-09-04 11:59:20"
"26486","6","12","14","31.50","87.00","2023-09-04 12:14:20"
"26487","5","8","10","31.50","87.20","2023-09-04 12:29:21"
"26488","5","9","11","31.70","86.10","2023-09-04 12:44:21"
"26489","8","11","14","31.70","86.20","2023-09-04 12:59:21"
"26490","5","10","11","31.20","87.80","2023-09-04 13:14:20"
"26491","7","10","12","31.30","88.00","2023-09-04 13:29:20"
"26492","6","10","13","31.50","86.60","2023-09-04 13:44:19"
"26493","6","9","10","31.60","86.90","2023-09-04 13:59:20"
"26494","4","7","8","31.40","87.80","2023-09-04 14:14:20"
"26495","4","7","11","31.30","87.60","2023-09-04 14:29:20"
"26496","6","8","10","31.60","86.70","2023-09-04 14:44:20"
"26497","4","9","13","31.40","87.90","2023-09-04 14:59:20"
"26498","6","9","10","31.00","89.20","2023-09-04 15:14:19"
"26499","5","7","10","31.20","86.70","2023-09-04 15:29:19"
"26500","4","6","7","31.00","86.70","2023-09-04 15:44:19"
"26501","5","6","7","30.80","86.80","2023-09-04 15:59:18"
"26502","2","5","6","31.00","85.60","2023-09-04 16:14:18"
"26503","4","6","7","30.80","88.40","2023-09-04 16:29:18"
"26504","5","13","15","30.60","90.10","2023-09-04 16:44:18"
"26505","3","6","7","30.80","90.70","2023-09-04 16:59:19"
"26506","2","3","3","30.50","91.60","2023-09-04 17:14:19"
"26507","4","7","7","30.60","87.50","2023-09-04 17:29:19"
"26508","4","5","7","30.60","87.60","2023-09-04 17:44:19"
"26509","1","2","3","30.50","87.60","2023-09-04 17:59:19"
"26510","4","6","7","30.20","87.00","2023-09-04 18:14:19"
"26511","6","9","10","30.20","86.60","2023-09-04 18:29:18"
"26512","3","5","5","30.10","88.70","2023-09-04 18:44:19"
"26513","4","5","6","30.20","88.00","2023-09-04 18:59:18"
"26514","3","3","3","28.10","84.30","2023-09-04 19:14:18"
"26515","3","4","5","26.90","90.30","2023-09-04 19:29:18"
"26516","2","3","4","26.50","96.70","2023-09-04 19:44:18"
"26517","1","3","3","26.50","96.10","2023-09-04 19:59:18"
"26518","2","3","4","26.50","96.20","2023-09-04 20:14:17"
"26519","2","4","4","26.60","96.40","2023-09-04 20:29:17"
"26520","1","3","6","26.60","96.70","2023-09-04 20:44:17"
"26521","2","3","3","26.60","96.10","2023-09-04 20:59:16"
"26522","2","4","4","26.70","96.40","2023-09-04 21:14:16"
"26523","4","6","6","27.10","96.90","2023-09-04 21:29:16"
"26524","3","5","6","27.10","95.80","2023-09-04 21:44:15"
"26525","9","13","14","27.20","95.00","2023-09-04 21:59:16"
"26526","8","13","14","27.20","94.60","2023-09-04 22:14:16"
"26527","12","18","18","27.20","94.00","2023-09-04 22:29:16"
"26528","1","2","3","27.20","93.70","2023-09-04 22:44:15"
"26529","6","8","8","27.20","93.40","2023-09-04 22:59:15"
"26530","2","4","4","27.30","93.20","2023-09-04 23:14:16"
"26531","3","5","5","27.30","92.60","2023-09-04 23:29:15"
"26532","5","7","7","27.40","92.40","2023-09-04 23:44:15"
"26533","2","5","5","27.40","93.00","2023-09-04 23:59:15"
"26534","2","3","3","27.50","92.00","2023-09-05 00:14:15"
"26535","4","5","7","27.50","90.80","2023-09-05 00:29:15"
"26536","3","5","5","27.60","89.60","2023-09-05 00:44:14"
"26537","4","5","6","27.50","87.40","2023-09-05 00:59:14"
"26538","2","4","4","27.60","86.70","2023-09-05 01:14:14"
"26539","2","5","5","27.50","88.60","2023-09-05 01:29:14"
"26540","3","4","4","27.50","88.10","2023-09-05 01:44:14"
"26541","2","4","7","27.60","87.90","2023-09-05 01:59:14"
"26542","1","2","2","27.50","88.50","2023-09-05 02:14:14"
"26543","3","5","5","27.50","89.90","2023-09-05 02:29:15"
"26544","2","3","6","27.50","90.10","2023-09-05 02:44:14"
"26545","2","5","6","27.60","90.20","2023-09-05 02:59:14"
"26546","2","3","3","27.70","90.10","2023-09-05 03:14:14"
"26547","3","8","10","27.80","89.30","2023-09-05 03:29:13"
"26548","3","7","10","27.70","90.10","2023-09-05 03:44:13"
"26549","3","7","7","27.80","89.80","2023-09-05 03:59:13"
"26550","4","8","9","27.80","90.20","2023-09-05 04:14:13"
"26551","3","5","6","27.90","91.00","2023-09-05 04:29:13"
"26552","3","4","4","27.90","90.80","2023-09-05 04:44:13"
"26553","2","3","3","28.00","90.80","2023-09-05 04:59:13"
"26554","5","7","7","28.10","90.80","2023-09-05 05:14:12"
"26555","4","5","5","28.10","91.20","2023-09-05 05:29:12"
"26556","2","4","4","28.10","92.50","2023-09-05 05:44:12"
"26557","4","5","5","28.10","92.20","2023-09-05 05:59:12"
"26558","4","6","7","28.00","93.40","2023-09-05 06:14:12"
"26559","4","6","6","28.10","94.40","2023-09-05 06:29:12"
"26560","2","3","3","28.10","95.60","2023-09-05 06:44:12"
"26561","5","7","7","28.00","96.30","2023-09-05 06:59:13"
"26562","3","6","7","28.00","96.30","2023-09-05 07:14:12"
"26563","4","5","8","28.00","96.50","2023-09-05 07:29:12"
"26564","4","8","8","28.10","96.10","2023-09-05 07:44:13"
"26565","4","7","8","28.20","95.90","2023-09-05 07:59:13"
"26566","5","9","10","28.30","95.50","2023-09-05 08:14:13"
"26567","4","6","7","28.30","95.20","2023-09-05 08:29:13"
"26568","9","12","13","28.50","95.00","2023-09-05 08:44:13"
"26569","5","7","8","28.50","95.80","2023-09-05 08:59:13"
"26570","6","9","9","28.60","95.20","2023-09-05 09:14:13"
"26571","4","4","6","28.70","95.20","2023-09-05 09:29:14"
"26572","3","5","6","28.80","94.80","2023-09-05 09:44:13"
"26573","5","7","9","29.10","94.20","2023-09-05 09:59:13"
"26574","6","8","10","29.20","93.90","2023-09-05 10:14:13"
"26575","9","13","14","29.20","94.60","2023-09-05 10:29:13"
"26576","6","9","9","29.60","93.80","2023-09-05 10:44:13"
"26577","3","5","5","29.70","92.80","2023-09-05 10:59:12"
"26578","2","6","7","30.30","90.70","2023-09-05 11:14:13"
"26579","6","8","13","30.60","86.40","2023-09-05 11:29:13"
"26580","6","9","11","30.10","88.50","2023-09-05 11:44:13"
"26581","10","14","16","29.70","90.00","2023-09-05 11:59:13"
"26582","7","10","12","29.50","91.20","2023-09-05 12:14:13"
"26583","5","9","10","29.50","90.70","2023-09-05 12:29:13"
"26584","4","11","12","29.40","90.80","2023-09-05 12:44:13"
"26585","7","10","10","29.60","90.00","2023-09-05 12:59:13"
"26586","5","8","9","29.60","89.80","2023-09-05 13:14:12"
"26587","6","8","9","29.70","89.60","2023-09-05 13:29:12"
"26588","6","9","12","29.70","89.90","2023-09-05 13:44:11"
"26589","4","6","7","29.80","89.40","2023-09-05 13:59:11"
"26590","8","13","13","29.50","90.60","2023-09-05 14:14:11"
"26591","7","10","11","29.30","94.80","2023-09-05 14:29:11"
"26592","7","11","13","29.40","94.30","2023-09-05 14:44:10"
"26593","5","8","15","28.60","100.00","2023-09-05 14:59:10"
"26594","5","7","7","28.60","100.00","2023-09-05 15:14:10"
"26595","10","12","14","28.40","100.00","2023-09-05 15:29:10"
"26596","12","18","18","28.30","100.00","2023-09-05 15:44:09"
"26597","7","11","13","27.50","100.00","2023-09-05 15:59:09"
"26598","9","13","13","27.40","100.00","2023-09-05 16:14:09"
"26599","13","22","22","26.90","100.00","2023-09-05 16:29:10"
"26600","13","18","19","26.90","100.00","2023-09-05 16:44:09"
"26601","11","17","19","26.40","100.00","2023-09-05 16:59:09"
"26602","13","18","18","26.20","100.00","2023-09-05 17:14:09"
"26603","18","25","27","26.50","100.00","2023-09-05 17:29:08"
"26604","16","25","25","26.70","100.00","2023-09-05 17:44:08"
"26605","25","36","38","26.80","100.00","2023-09-05 17:59:08"
"26606","20","28","28","26.50","100.00","2023-09-05 18:14:08"
"26607","34","40","41","26.60","100.00","2023-09-05 18:29:08"
"26608","26","33","33","26.50","100.00","2023-09-05 18:44:07"
"26609","30","41","41","26.70","100.00","2023-09-05 18:59:07"
"26610","36","49","49","26.70","100.00","2023-09-05 19:14:08"
"26611","35","47","48","26.70","100.00","2023-09-05 19:29:07"
"26612","47","60","61","26.80","100.00","2023-09-05 19:44:07"
"26613","43","55","55","26.70","100.00","2023-09-05 19:59:07"
"26614","62","82","85","26.80","100.00","2023-09-05 20:14:08"
"26615","55","74","75","26.60","100.00","2023-09-05 20:29:08"
"26616","57","75","75","26.50","100.00","2023-09-05 20:44:08"
"26617","43","60","60","26.60","100.00","2023-09-05 20:59:08"
"26618","40","55","55","26.60","100.00","2023-09-05 21:14:07"
"26619","22","28","29","26.50","100.00","2023-09-05 21:29:07"
"26620","27","36","36","26.70","100.00","2023-09-05 21:44:07"
"26621","26","37","38","26.70","100.00","2023-09-05 21:59:07"
"26622","22","31","31","26.80","100.00","2023-09-05 22:14:07"
"26623","24","35","39","26.90","100.00","2023-09-05 22:29:06"
"26624","18","25","25","26.90","100.00","2023-09-05 22:44:06"
"26625","17","23","25","26.90","100.00","2023-09-05 22:59:06"
"26626","13","17","17","26.90","100.00","2023-09-05 23:14:06"
"26627","11","19","19","26.90","100.00","2023-09-05 23:29:05"
"26628","11","17","17","27.00","100.00","2023-09-05 23:44:05"
"26629","4","7","9","27.00","100.00","2023-09-05 23:59:05"
"26630","3","5","6","27.10","100.00","2023-09-06 00:14:05"
"26631","5","6","7","27.10","100.00","2023-09-06 00:29:05"
"26632","13","17","18","27.10","100.00","2023-09-06 00:44:05"
"26633","14","15","15","27.10","100.00","2023-09-06 00:59:05"
"26634","15","22","22","27.10","100.00","2023-09-06 01:14:05"
"26635","14","19","19","27.00","100.00","2023-09-06 01:29:05"
"26636","9","12","13","27.00","100.00","2023-09-06 01:44:05"
"26637","39","49","50","26.80","100.00","2023-09-06 01:59:05"
"26638","28","37","38","26.90","100.00","2023-09-06 02:14:05"
"26639","18","26","26","26.80","100.00","2023-09-06 02:29:05"
