"id","pm01","pm25","pm10","temperature","humidity","event"
"4222","23","54","72","24","89","2023-02-15 14:08:59"
"4223","19","45","54","24","88","2023-02-15 14:10:59"
"4224","22","53","81","24","87","2023-02-15 14:13:00"
"4225","26","58","64","24","87","2023-02-15 14:15:00"
"4226","24","58","83","24","86","2023-02-15 14:17:01"
"4227","22","55","72","24","86","2023-02-15 14:19:01"
"4228","20","48","61","24","86","2023-02-15 14:21:02"
"4229","26","54","70","24","88","2023-02-15 14:23:02"
"4230","23","51","72","24","87","2023-02-15 14:25:02"
"4231","20","49","64","24","87","2023-02-15 14:27:03"
"4232","24","53","65","24","86","2023-02-15 14:29:03"
"4233","20","52","70","24","87","2023-02-15 14:31:04"
"4234","20","51","69","24","85","2023-02-15 14:33:05"
"4235","24","60","83","24","86","2023-02-15 14:35:05"
"4236","22","53","65","24","85","2023-02-15 14:37:06"
"4237","24","51","71","24","85","2023-02-15 14:39:06"
"4238","18","41","48","24","85","2023-02-15 14:41:06"
"4239","19","43","54","25","84","2023-02-15 14:43:07"
"4240","22","53","90","24","86","2023-02-15 14:45:08"
"4241","22","53","78","24","85","2023-02-15 14:47:08"
"4242","19","43","58","24","84","2023-02-15 14:49:09"
"4243","19","53","69","24","84","2023-02-15 14:51:09"
"4244","22","55","74","24","84","2023-02-15 14:53:09"
"4245","22","55","71","24","85","2023-02-15 14:55:09"
"4246","22","50","64","24","85","2023-02-15 14:57:10"
"4247","20","53","81","24","85","2023-02-15 14:59:11"
"4248","21","45","73","24","84","2023-02-15 15:01:11"
"4249","22","57","74","24","84","2023-02-15 15:03:12"
"4250","25","56","67","24","86","2023-02-15 15:05:12"
"4251","23","55","68","24","86","2023-02-15 15:07:12"
"4252","19","47","74","25","85","2023-02-15 15:09:12"
"4253","21","55","77","25","83","2023-02-15 15:11:12"
"4254","25","57","76","24","83","2023-02-15 15:13:13"
"4255","19","50","63","25","84","2023-02-15 15:15:13"
"4256","26","60","80","24","83","2023-02-15 15:17:14"
"4257","20","42","67","24","84","2023-02-15 15:19:14"
"4258","25","56","85","25","83","2023-02-15 15:21:15"
"4259","23","54","82","24","85","2023-02-15 15:23:15"
"4260","18","46","58","24","84","2023-02-15 15:25:15"
"4261","25","57","91","25","83","2023-02-15 15:27:15"
"4262","19","48","67","25","82","2023-02-15 15:29:16"
"4263","19","49","58","25","81","2023-02-15 15:31:17"
"4264","21","48","62","25","83","2023-02-15 15:33:17"
"4265","21","54","71","24","82","2023-02-15 15:35:18"
"4266","22","61","88","25","83","2023-02-15 15:37:18"
"4267","21","54","70","25","83","2023-02-15 15:39:18"
"4268","23","54","69","25","82","2023-02-15 15:41:18"
"4269","20","50","70","25","82","2023-02-15 15:43:18"
"4270","19","51","73","25","81","2023-02-15 15:45:18"
"4271","19","52","76","25","81","2023-02-15 15:47:19"
"4272","21","52","73","25","83","2023-02-15 15:49:19"
"4273","21","49","69","24","84","2023-02-15 15:51:20"
"4274","26","58","68","25","83","2023-02-15 15:53:20"
"4275","21","56","69","24","82","2023-02-15 15:55:21"
"4276","21","55","75","24","82","2023-02-15 15:57:22"
"4277","20","52","67","25","82","2023-02-15 15:59:22"
"4278","22","57","73","24","84","2023-02-15 16:01:23"
"4279","23","58","80","24","85","2023-02-15 16:03:23"
"4280","26","63","92","24","85","2023-02-15 16:05:23"
"4281","23","51","71","24","84","2023-02-15 16:07:24"
"4282","20","53","70","24","83","2023-02-15 16:09:24"
"4283","25","54","75","24","83","2023-02-15 16:11:24"
"4284","20","51","74","24","84","2023-02-15 16:13:25"
"4285","23","55","77","24","85","2023-02-15 16:15:25"
"4286","20","51","81","24","86","2023-02-15 16:17:26"
"4287","23","57","75","24","85","2023-02-15 16:19:26"
"4288","24","57","79","24","85","2023-02-15 16:21:26"
"4289","24","54","76","24","87","2023-02-15 16:23:27"
"4290","28","60","73","24","86","2023-02-15 16:25:28"
"4291","22","53","66","24","86","2023-02-15 16:27:28"
"4292","22","52","73","24","85","2023-02-15 16:29:28"
"4293","22","54","73","24","85","2023-02-15 16:31:29"
"4294","23","59","79","24","85","2023-02-15 16:33:29"
"4295","25","50","69","24","85","2023-02-15 16:35:30"
"4296","23","52","82","24","84","2023-02-15 16:37:30"
"4297","27","59","73","24","84","2023-02-15 16:39:30"
"4298","26","63","87","24","85","2023-02-15 16:41:30"
"4299","27","63","81","24","86","2023-02-15 16:43:30"
"4300","20","55","83","24","85","2023-02-15 16:45:30"
"4301","29","60","78","24","85","2023-02-15 16:47:30"
"4302","26","56","83","24","86","2023-02-15 16:49:30"
"4303","25","62","82","24","86","2023-02-15 16:51:31"
"4304","24","53","67","24","87","2023-02-15 16:53:31"
"4305","27","61","71","24","88","2023-02-15 16:55:31"
"4306","24","55","77","24","87","2023-02-15 16:57:32"
"4307","25","51","70","24","88","2023-02-15 16:59:32"
"4308","22","55","85","24","89","2023-02-15 17:01:32"
"4309","22","57","78","23","90","2023-02-15 17:03:32"
"4310","27","60","79","23","90","2023-02-15 17:05:32"
"4311","21","52","71","24","89","2023-02-15 17:07:33"
"4312","24","64","93","23","89","2023-02-15 17:09:34"
"4313","25","55","66","23","89","2023-02-15 17:11:34"
"4314","26","55","77","24","89","2023-02-15 17:13:35"
"4315","31","69","93","24","89","2023-02-15 17:15:36"
"4316","28","59","89","24","88","2023-02-15 17:17:37"
"4317","24","56","74","24","88","2023-02-15 17:19:37"
"4318","25","55","78","24","89","2023-02-15 17:21:37"
"4319","23","53","85","24","88","2023-02-15 17:23:38"
"4320","25","60","80","24","87","2023-02-15 17:25:39"
"4321","24","59","79","24","89","2023-02-15 17:27:39"
"4322","24","58","85","24","88","2023-02-15 17:29:39"
"4323","23","55","74","24","87","2023-02-15 17:31:39"
"4324","22","55","70","24","88","2023-02-15 17:33:40"
"4325","24","65","89","24","89","2023-02-15 17:35:41"
"4326","20","51","71","23","90","2023-02-15 17:37:40"
"4327","28","60","90","23","90","2023-02-15 17:39:41"
"4328","24","53","76","24","89","2023-02-15 17:41:41"
"4329","28","60","78","24","89","2023-02-15 17:43:42"
"4330","26","69","83","23","89","2023-02-15 17:45:41"
"4331","28","60","77","24","88","2023-02-15 17:47:42"
"4332","26","58","87","24","89","2023-02-15 17:49:42"
"4333","25","62","80","24","88","2023-02-15 17:51:42"
"4334","27","61","83","23","89","2023-02-15 17:53:42"
"4335","24","59","70","24","89","2023-02-15 17:55:43"
"4336","27","61","85","23","90","2023-02-15 17:57:43"
"4337","30","72","86","23","90","2023-02-15 17:59:43"
"4338","29","57","87","23","91","2023-02-15 18:01:44"
"4339","29","61","78","23","92","2023-02-15 18:03:44"
"4340","24","58","76","23","91","2023-02-15 18:05:44"
"4341","28","63","73","23","91","2023-02-15 18:07:44"
"4342","25","62","85","23","91","2023-02-15 18:09:44"
"4343","26","60","80","23","92","2023-02-15 18:11:44"
"4344","29","64","82","23","94","2023-02-15 18:13:45"
"4345","26","57","79","23","93","2023-02-15 18:15:45"
"4346","26","62","84","23","93","2023-02-15 18:17:46"
"4347","23","54","62","23","94","2023-02-15 18:19:46"
"4348","27","59","86","23","93","2023-02-15 18:21:46"
"4349","26","64","91","23","94","2023-02-15 18:23:47"
"4350","23","54","70","23","94","2023-02-15 18:25:47"
"4351","23","56","77","23","94","2023-02-15 18:27:47"
"4352","26","60","87","23","95","2023-02-15 18:29:47"
"4353","27","65","78","23","95","2023-02-15 18:31:48"
"4354","25","60","75","23","94","2023-02-15 18:33:48"
"4355","32","59","82","23","95","2023-02-15 18:35:49"
"4356","28","63","82","23","95","2023-02-15 18:37:49"
"4357","27","69","93","23","95","2023-02-15 18:39:50"
"4358","25","63","80","23","95","2023-02-15 18:41:51"
"4359","24","56","75","23","95","2023-02-15 18:43:51"
"4360","27","60","84","23","95","2023-02-15 18:45:52"
"4361","24","65","79","22","95","2023-02-15 18:47:52"
"4362","26","58","83","22","95","2023-02-15 18:49:52"
"4363","28","62","83","22","95","2023-02-15 18:51:53"
"4364","20","51","74","22","95","2023-02-15 18:53:53"
"4365","28","67","94","22","95","2023-02-15 18:55:54"
"4366","27","55","70","22","95","2023-02-15 18:57:54"
"4367","28","58","77","22","95","2023-02-15 18:59:55"
"4368","23","57","78","22","95","2023-02-15 19:01:55"
"4369","25","61","86","22","95","2023-02-15 19:03:56"
"4370","22","51","73","22","95","2023-02-15 19:05:56"
"4371","25","61","74","22","95","2023-02-15 19:07:56"
"4372","21","55","71","22","95","2023-02-15 19:09:57"
"4373","26","65","97","22","95","2023-02-15 19:11:57"
"4374","25","57","80","22","95","2023-02-15 19:13:57"
"4375","26","66","94","22","95","2023-02-15 19:15:58"
"4376","25","52","72","22","95","2023-02-15 19:17:58"
"4377","24","55","80","22","95","2023-02-15 19:19:58"
"4378","24","57","83","22","95","2023-02-15 19:21:59"
"4379","25","63","81","22","95","2023-02-15 19:23:59"
"4380","24","53","73","22","95","2023-02-15 19:25:59"
"4381","25","55","77","22","95","2023-02-15 19:27:59"
"4382","21","64","90","22","95","2023-02-15 19:30:00"
"4383","27","62","78","23","95","2023-02-15 19:32:00"
"4384","22","58","79","22","95","2023-02-15 19:34:00"
"4385","22","59","81","22","95","2023-02-15 19:36:00"
"4386","25","59","79","22","95","2023-02-15 19:38:01"
"4387","30","56","82","22","95","2023-02-15 19:40:01"
"4388","25","61","76","22","95","2023-02-15 19:42:02"
"4389","22","52","66","22","95","2023-02-15 19:44:02"
"4390","24","57","69","22","95","2023-02-15 19:46:02"
"4391","25","55","78","22","95","2023-02-15 19:48:02"
"4392","27","59","90","22","95","2023-02-15 19:50:03"
"4393","24","53","83","22","95","2023-02-15 19:52:03"
"4394","26","61","85","22","95","2023-02-15 19:54:03"
"4395","26","63","89","22","95","2023-02-15 19:56:03"
"4396","25","58","75","22","95","2023-02-15 19:58:03"
"4397","26","55","72","22","95","2023-02-15 20:00:04"
"4398","25","60","77","22","95","2023-02-15 20:02:04"
"4399","29","64","85","22","95","2023-02-15 20:04:04"
"4400","25","59","84","22","95","2023-02-15 20:06:04"
"4401","23","57","90","22","95","2023-02-15 20:08:05"
"4402","24","62","77","22","95","2023-02-15 20:10:05"
"4403","28","59","80","22","95","2023-02-15 20:12:06"
"4404","22","57","80","22","95","2023-02-15 20:14:06"
"4405","26","59","84","22","95","2023-02-15 20:16:07"
"4406","26","54","77","22","95","2023-02-15 20:18:07"
"4407","26","62","87","22","95","2023-02-15 20:20:08"
"4408","25","60","88","22","95","2023-02-15 20:22:08"
"4409","26","53","65","22","95","2023-02-15 20:24:08"
"4410","27","60","83","22","95","2023-02-15 20:26:09"
"4411","25","56","86","22","95","2023-02-15 20:28:09"
"4412","26","65","85","22","95","2023-02-15 20:30:09"
"4413","24","55","73","22","95","2023-02-15 20:32:10"
"4414","28","61","75","22","95","2023-02-15 20:34:11"
"4415","25","59","83","22","95","2023-02-15 20:36:11"
"4416","24","58","78","22","95","2023-02-15 20:38:12"
"4417","27","63","81","22","95","2023-02-15 20:40:12"
"4418","27","61","75","22","95","2023-02-15 20:42:13"
"4419","26","59","87","22","95","2023-02-15 20:44:13"
"4420","23","56","65","22","95","2023-02-15 20:46:14"
"4421","24","58","87","22","95","2023-02-15 20:48:14"
"4422","23","55","69","22","95","2023-02-15 20:50:15"
"4423","22","58","80","22","95","2023-02-15 20:52:15"
"4424","23","52","82","22","95","2023-02-15 20:54:16"
"4425","22","47","65","22","95","2023-02-15 20:56:17"
"4426","27","61","76","22","95","2023-02-15 20:58:17"
"4427","25","57","75","22","95","2023-02-15 21:00:17"
"4428","25","57","68","22","95","2023-02-15 21:02:18"
"4429","22","51","68","22","95","2023-02-15 21:04:18"
"4430","22","55","74","22","95","2023-02-15 21:06:19"
"4431","24","55","72","22","95","2023-02-15 21:08:19"
"4432","26","59","80","22","95","2023-02-15 21:10:19"
"4433","25","52","85","22","95","2023-02-15 21:12:19"
"4434","21","53","73","22","95","2023-02-15 21:14:20"
"4435","23","55","68","22","95","2023-02-15 21:16:20"
"4436","25","54","81","22","95","2023-02-15 21:18:20"
"4437","23","51","68","22","95","2023-02-15 21:20:20"
"4438","19","44","64","22","94","2023-02-15 21:22:21"
"4439","25","57","74","22","94","2023-02-15 21:24:21"
"4440","23","55","71","22","95","2023-02-15 21:26:21"
"4441","22","52","79","22","94","2023-02-15 21:28:22"
"4442","22","56","70","22","93","2023-02-15 21:30:23"
"4443","22","51","64","22","94","2023-02-15 21:32:23"
"4444","24","49","72","22","94","2023-02-15 21:34:23"
"4445","23","50","64","22","94","2023-02-15 21:36:23"
"4446","21","52","68","22","95","2023-02-15 21:38:23"
"4447","26","60","71","22","95","2023-02-15 21:40:24"
"4448","24","53","64","22","95","2023-02-15 21:42:24"
"4449","24","55","70","22","95","2023-02-15 21:44:24"
"4450","21","50","65","22","95","2023-02-15 21:46:25"
"4451","22","50","65","22","95","2023-02-15 21:48:25"
"4452","23","54","70","22","94","2023-02-15 21:50:26"
"4453","22","56","72","21","93","2023-02-15 21:52:27"
"4454","23","51","69","22","94","2023-02-15 21:54:27"
"4455","23","47","72","22","94","2023-02-15 21:56:27"
"4456","20","50","68","22","94","2023-02-15 21:58:27"
"4457","22","46","74","22","94","2023-02-15 22:00:28"
"4458","24","57","86","21","94","2023-02-15 22:02:28"
"4459","20","48","58","22","95","2023-02-15 22:04:28"
"4460","21","49","74","22","94","2023-02-15 22:06:29"
"4461","23","52","72","22","94","2023-02-15 22:08:29"
"4462","21","49","64","22","93","2023-02-15 22:10:29"
"4463","22","54","71","22","93","2023-02-15 22:12:29"
"4464","22","54","80","22","93","2023-02-15 22:14:30"
"4465","21","45","63","21","92","2023-02-15 22:16:30"
"4466","22","55","74","22","93","2023-02-15 22:18:31"
"4467","22","55","70","22","93","2023-02-15 22:20:31"
"4468","21","48","61","22","94","2023-02-15 22:22:31"
"4469","24","61","82","22","93","2023-02-15 22:24:32"
"4470","21","45","56","21","93","2023-02-15 22:26:32"
"4471","23","51","70","21","92","2023-02-15 22:28:33"
"4472","20","51","67","22","93","2023-02-15 22:30:33"
"4473","20","50","68","22","92","2023-02-15 22:32:34"
"4474","18","39","58","22","94","2023-02-15 22:34:34"
"4475","19","45","54","21","93","2023-02-15 22:36:34"
"4476","21","54","75","22","93","2023-02-15 22:38:34"
"4477","20","50","67","22","94","2023-02-15 22:40:35"
"4478","16","47","64","21","93","2023-02-15 22:42:35"
"4479","20","46","58","22","94","2023-02-15 22:44:36"
"4480","21","46","59","21","93","2023-02-15 22:46:36"
"4481","22","58","74","21","93","2023-02-15 22:48:37"
"4482","23","53","64","22","93","2023-02-15 22:50:37"
"4483","24","50","68","22","93","2023-02-15 22:52:38"
"4484","19","44","64","22","93","2023-02-15 22:54:38"
"4485","23","51","71","22","93","2023-02-15 22:56:39"
"4486","23","53","67","22","93","2023-02-15 22:58:40"
"4487","25","56","80","21","91","2023-02-15 23:00:40"
"4488","18","45","59","22","92","2023-02-15 23:02:41"
"4489","24","50","64","22","93","2023-02-15 23:04:41"
"4490","21","48","67","22","93","2023-02-15 23:06:42"
"4491","22","46","57","22","92","2023-02-15 23:08:42"
"4492","20","47","64","21","91","2023-02-15 23:10:42"
"4493","18","46","64","22","92","2023-02-15 23:12:43"
"4494","20","46","69","21","91","2023-02-15 23:14:44"
"4495","19","46","65","22","91","2023-02-15 23:16:44"
"4496","15","45","55","22","92","2023-02-15 23:18:44"
"4497","21","49","59","22","92","2023-02-15 23:20:44"
"4498","20","52","69","22","92","2023-02-15 23:22:44"
"4499","19","49","67","21","92","2023-02-15 23:24:45"
"4500","20","49","60","21","92","2023-02-15 23:26:46"
"4501","19","43","65","21","92","2023-02-15 23:28:46"
"4502","16","36","57","21","92","2023-02-15 23:30:47"
"4503","19","49","65","21","91","2023-02-15 23:32:47"
"4504","22","48","66","22","93","2023-02-15 23:34:47"
"4505","20","47","62","22","93","2023-02-15 23:36:47"
"4506","19","48","67","21","92","2023-02-15 23:38:47"
"4507","20","49","71","22","92","2023-02-15 23:40:47"
"4508","19","41","63","22","93","2023-02-15 23:42:47"
"4509","21","48","66","21","92","2023-02-15 23:44:48"
"4510","20","47","70","22","93","2023-02-15 23:46:48"
"4511","21","50","69","22","93","2023-02-15 23:48:48"
"4512","23","48","69","22","93","2023-02-15 23:50:49"
"4513","22","49","65","22","93","2023-02-15 23:52:49"
"4514","20","44","63","22","94","2023-02-15 23:54:50"
"4515","23","55","69","21","92","2023-02-15 23:56:50"
"4516","17","43","50","22","93","2023-02-15 23:58:51"
"4517","18","39","54","22","93","2023-02-16 00:00:51"
"4518","20","42","58","22","93","2023-02-16 00:02:51"
"4519","17","39","48","22","93","2023-02-16 00:04:51"
"4520","21","48","65","22","93","2023-02-16 00:06:51"
"4521","23","49","60","22","93","2023-02-16 00:08:52"
"4522","16","44","58","21","94","2023-02-16 00:10:53"
"4523","17","44","55","22","95","2023-02-16 00:12:53"
"4524","16","40","66","21","94","2023-02-16 00:14:54"
"4525","15","37","49","21","94","2023-02-16 00:16:54"
"4526","16","38","61","21","94","2023-02-16 00:18:55"
"4527","17","41","61","21","94","2023-02-16 00:20:55"
"4528","20","40","55","22","95","2023-02-16 00:22:55"
"4529","17","35","50","22","95","2023-02-16 00:24:56"
"4530","18","41","53","22","95","2023-02-16 00:26:56"
"4531","15","40","54","22","95","2023-02-16 00:28:56"
"4532","17","37","58","21","94","2023-02-16 00:30:57"
"4533","18","45","53","21","94","2023-02-16 00:32:57"
"4534","16","39","51","21","94","2023-02-16 00:34:57"
"4535","15","40","53","22","95","2023-02-16 00:36:58"
"4536","16","43","51","21","94","2023-02-16 00:38:58"
"4537","16","42","57","22","95","2023-02-16 00:40:59"
"4538","15","41","54","22","95","2023-02-16 00:42:59"
"4539","20","40","56","22","95","2023-02-16 00:45:00"
"4540","15","35","39","22","95","2023-02-16 00:47:00"
"4541","18","39","50","22","95","2023-02-16 00:49:01"
"4542","14","39","63","21","94","2023-02-16 00:51:01"
"4543","16","35","53","22","95","2023-02-16 00:53:02"
"4544","15","36","50","21","94","2023-02-16 00:55:02"
"4545","14","39","61","22","95","2023-02-16 00:57:03"
"4546","14","40","52","21","94","2023-02-16 00:59:04"
"4547","16","38","50","22","95","2023-02-16 01:01:04"
"4548","17","39","51","22","95","2023-02-16 01:03:05"
"4549","16","40","54","21","94","2023-02-16 01:05:05"
"4550","15","35","53","22","95","2023-02-16 01:07:06"
"4551","21","42","54","21","94","2023-02-16 01:09:06"
"4552","15","37","45","22","95","2023-02-16 01:11:07"
"4553","16","42","55","22","95","2023-02-16 01:13:08"
"4554","18","41","59","22","95","2023-02-16 01:15:08"
"4555","19","43","59","22","95","2023-02-16 01:17:08"
"4556","16","34","46","21","94","2023-02-16 01:19:09"
"4557","16","35","57","22","95","2023-02-16 01:21:09"
"4558","15","35","57","22","95","2023-02-16 01:23:10"
"4559","18","39","54","22","95","2023-02-16 01:25:10"
"4560","16","34","47","22","95","2023-02-16 01:27:11"
"4561","19","43","55","22","95","2023-02-16 01:29:11"
"4562","14","33","49","21","94","2023-02-16 01:31:11"
"4563","15","35","52","21","94","2023-02-16 01:33:12"
"4564","15","38","55","22","95","2023-02-16 01:35:13"
"4565","16","40","49","22","95","2023-02-16 01:37:12"
"4566","13","29","32","21","94","2023-02-16 01:39:13"
"4567","17","42","48","22","95","2023-02-16 01:41:13"
"4568","15","30","40","21","94","2023-02-16 01:43:13"
"4569","13","32","44","21","94","2023-02-16 01:45:13"
"4570","18","43","53","21","94","2023-02-16 01:47:14"
"4571","14","34","42","21","94","2023-02-16 01:49:14"
"4572","13","37","51","22","95","2023-02-16 01:51:15"
"4573","14","38","48","21","94","2023-02-16 01:53:15"
"4574","16","40","51","21","94","2023-02-16 01:55:16"
"4575","16","44","54","22","95","2023-02-16 01:57:16"
"4576","15","42","59","22","95","2023-02-16 01:59:17"
"4577","13","34","57","22","95","2023-02-16 02:01:17"
"4578","14","37","49","21","94","2023-02-16 02:03:18"
"4579","15","33","49","22","95","2023-02-16 02:05:18"
"4580","15","35","47","22","95","2023-02-16 02:07:19"
"4581","17","38","48","22","95","2023-02-16 02:09:19"
"4582","15","37","46","21","94","2023-02-16 02:11:20"
"4583","16","34","46","22","95","2023-02-16 02:13:21"
"4584","15","36","51","22","95","2023-02-16 02:15:21"
"4585","16","34","41","22","95","2023-02-16 02:17:22"
"4586","12","33","42","22","95","2023-02-16 02:19:22"
"4587","17","43","59","21","94","2023-02-16 02:21:23"
"4588","14","35","47","22","95","2023-02-16 02:23:23"
"4589","16","38","47","22","95","2023-02-16 02:25:23"
"4590","17","38","58","21","94","2023-02-16 02:27:23"
"4591","15","32","37","22","95","2023-02-16 02:29:24"
"4592","16","40","43","22","95","2023-02-16 02:31:24"
"4593","13","32","39","21","94","2023-02-16 02:33:25"
"4594","15","33","49","22","95","2023-02-16 02:35:25"
"4595","14","35","41","21","94","2023-02-16 02:37:25"
"4596","14","33","48","21","94","2023-02-16 02:39:25"
"4597","14","30","40","21","94","2023-02-16 02:41:25"
"4598","14","33","45","21","94","2023-02-16 02:43:26"
"4599","14","31","44","21","94","2023-02-16 02:45:26"
"4600","16","33","48","21","94","2023-02-16 02:47:26"
"4601","14","36","52","20","93","2023-02-16 02:49:27"
"4602","12","32","43","21","94","2023-02-16 02:51:27"
"4603","14","32","44","21","94","2023-02-16 02:53:27"
"4604","14","35","47","21","94","2023-02-16 02:55:28"
"4605","11","29","34","21","94","2023-02-16 02:57:28"
"4606","15","37","51","21","94","2023-02-16 02:59:28"
"4607","13","34","51","21","94","2023-02-16 03:01:28"
"4608","15","37","41","21","94","2023-02-16 03:03:29"
"4609","14","32","44","21","94","2023-02-16 03:05:29"
"4610","13","31","41","20","93","2023-02-16 03:07:29"
"4611","12","30","36","21","94","2023-02-16 03:09:30"
"4612","13","33","45","22","95","2023-02-16 03:11:30"
"4613","14","31","42","22","95","2023-02-16 03:13:30"
"4614","15","32","41","21","94","2023-02-16 03:15:31"
"4615","12","31","45","21","94","2023-02-16 03:17:31"
"4616","16","33","44","21","94","2023-02-16 03:19:31"
"4617","13","32","48","21","94","2023-02-16 03:21:31"
"4618","15","34","41","21","94","2023-02-16 03:23:31"
"4619","13","37","46","22","95","2023-02-16 03:25:32"
"4620","16","35","45","21","94","2023-02-16 03:27:33"
"4621","14","36","42","22","95","2023-02-16 03:29:33"
"4622","15","33","41","22","95","2023-02-16 03:31:33"
"4623","15","35","52","21","94","2023-02-16 03:33:34"
"4624","15","34","43","22","95","2023-02-16 03:35:34"
"4625","14","31","38","21","94","2023-02-16 03:37:34"
"4626","14","28","39","21","94","2023-02-16 03:39:35"
"4627","14","35","40","21","94","2023-02-16 03:41:35"
"4628","14","35","49","21","94","2023-02-16 03:43:36"
"4629","14","35","52","22","95","2023-02-16 03:45:36"
"4630","13","32","44","21","94","2023-02-16 03:47:36"
"4631","11","27","39","21","94","2023-02-16 03:49:36"
"4632","14","38","50","20","93","2023-02-16 03:51:36"
"4633","15","32","42","21","94","2023-02-16 03:53:37"
"4634","15","33","49","21","94","2023-02-16 03:55:37"
"4635","14","30","36","21","94","2023-02-16 03:57:38"
"4636","12","31","43","21","94","2023-02-16 03:59:38"
"4637","16","33","38","21","94","2023-02-16 04:01:38"
"4638","12","30","39","21","94","2023-02-16 04:03:39"
"4639","15","37","48","21","94","2023-02-16 04:05:39"
"4640","12","32","41","21","94","2023-02-16 04:07:39"
"4641","13","30","50","21","94","2023-02-16 04:09:39"
"4642","13","28","32","21","94","2023-02-16 04:11:39"
"4643","14","37","59","20","93","2023-02-16 04:13:39"
"4644","14","29","35","20","93","2023-02-16 04:15:40"
"4645","10","27","33","21","94","2023-02-16 04:17:40"
"4646","13","33","43","22","95","2023-02-16 04:19:40"
"4647","13","32","47","21","94","2023-02-16 04:21:40"
"4648","14","29","41","21","94","2023-02-16 04:23:41"
"4649","13","28","37","21","94","2023-02-16 04:25:41"
"4650","14","33","42","21","94","2023-02-16 04:27:41"
"4651","14","32","42","21","94","2023-02-16 04:29:42"
"4652","12","32","38","22","95","2023-02-16 04:31:42"
"4653","12","28","41","21","94","2023-02-16 04:33:43"
"4654","13","31","37","22","95","2023-02-16 04:35:43"
"4655","11","31","41","21","94","2023-02-16 04:37:44"
"4656","13","32","44","21","94","2023-02-16 04:39:44"
"4657","11","30","44","21","94","2023-02-16 04:41:45"
"4658","13","35","46","21","94","2023-02-16 04:43:45"
"4659","14","27","38","20","93","2023-02-16 04:45:45"
"4660","14","30","36","21","94","2023-02-16 04:47:45"
"4661","15","32","36","21","94","2023-02-16 04:49:46"
"4662","12","28","32","21","94","2023-02-16 04:51:46"
"4663","12","32","47","21","94","2023-02-16 04:53:47"
"4664","13","31","41","21","94","2023-02-16 04:55:47"
"4665","15","36","46","21","94","2023-02-16 04:57:48"
"4666","12","24","36","21","94","2023-02-16 04:59:48"
"4667","13","29","40","21","94","2023-02-16 05:01:49"
"4668","14","32","38","21","94","2023-02-16 05:03:49"
"4669","12","30","41","22","95","2023-02-16 05:05:49"
"4670","15","34","41","21","94","2023-02-16 05:07:50"
"4671","12","30","35","20","93","2023-02-16 05:09:50"
"4672","12","30","50","21","94","2023-02-16 05:11:50"
"4673","15","31","41","20","93","2023-02-16 05:13:50"
"4674","13","31","34","21","94","2023-02-16 05:15:51"
"4675","15","27","34","20","93","2023-02-16 05:17:51"
"4676","11","27","39","21","94","2023-02-16 05:19:52"
"4677","13","32","38","21","94","2023-02-16 05:21:52"
"4678","14","31","40","21","94","2023-02-16 05:23:53"
"4679","14","38","45","21","94","2023-02-16 05:25:53"
"4680","13","35","43","21","94","2023-02-16 05:27:54"
"4681","13","32","38","21","94","2023-02-16 05:29:54"
"4682","13","32","40","20","93","2023-02-16 05:31:55"
"4683","11","31","44","21","94","2023-02-16 05:33:55"
"4684","13","31","41","21","94","2023-02-16 05:35:56"
"4685","14","33","48","21","94","2023-02-16 05:37:56"
"4686","13","35","48","21","94","2023-02-16 05:39:56"
"4687","11","34","46","21","94","2023-02-16 05:41:56"
"4688","12","34","48","21","94","2023-02-16 05:43:57"
"4689","13","28","40","21","94","2023-02-16 05:45:58"
"4690","13","28","37","20","93","2023-02-16 05:47:58"
"4691","12","36","46","20","93","2023-02-16 05:49:59"
"4692","12","30","42","21","94","2023-02-16 05:51:59"
"4693","14","31","40","21","94","2023-02-16 05:54:00"
"4694","12","30","38","20","93","2023-02-16 05:56:00"
"4695","14","30","34","21","94","2023-02-16 05:58:00"
"4696","15","33","43","21","94","2023-02-16 06:00:01"
"4697","11","27","41","22","95","2023-02-16 06:02:01"
"4698","14","33","42","21","94","2023-02-16 06:04:02"
"4699","13","29","40","20","93","2023-02-16 06:06:02"
"4700","14","33","46","21","94","2023-02-16 06:08:02"
"4701","14","30","35","20","93","2023-02-16 06:10:03"
"4702","12","32","39","21","94","2023-02-16 06:12:03"
"4703","14","34","46","20","93","2023-02-16 06:14:03"
"4704","13","31","52","21","94","2023-02-16 06:16:03"
"4705","13","31","42","21","94","2023-02-16 06:18:04"
"4706","14","27","38","22","95","2023-02-16 06:20:04"
"4707","14","34","47","21","94","2023-02-16 06:22:05"
"4708","12","29","39","20","93","2023-02-16 06:24:05"
"4709","14","32","40","21","94","2023-02-16 06:26:06"
"4710","12","30","43","21","94","2023-02-16 06:28:06"
"4711","16","36","50","21","94","2023-02-16 06:30:07"
"4712","16","35","55","20","93","2023-02-16 06:32:07"
"4713","15","32","37","21","94","2023-02-16 06:34:07"
"4714","16","35","48","21","94","2023-02-16 06:36:07"
"4715","15","36","48","21","94","2023-02-16 06:38:08"
"4716","15","39","56","21","94","2023-02-16 06:40:08"
"4717","15","36","44","21","94","2023-02-16 06:42:08"
"4718","14","31","44","21","94","2023-02-16 06:44:08"
"4719","14","34","44","21","94","2023-02-16 06:46:09"
"4720","13","32","40","20","93","2023-02-16 06:48:10"
