Date;Bel Air;Bd. Rép.
15/06/2013;22,26;15,52
16/06/2013;21,07;15,17
17/06/2013;24,12;17,91
18/06/2013;23,52;16,39
19/06/2013;24,48;18,91
20/06/2013;31,62;25,88
21/06/2013;25,90;24,38
22/06/2013;25,46;27,50
23/06/2013;27,40;18,42
24/06/2013;26,32;19,46
25/06/2013;21,73;18,21
26/06/2013;24,09;18,17
27/06/2013;20,30;12,86
28/06/2013;18,80;22,64
29/06/2013;20,26;12,67
30/06/2013;14,53;8,52
01/07/2013;13,41;13,08
02/07/2013;17,68;8,63
03/07/2013;19,83;20,26
04/07/2013;20,00;16,05
05/07/2013;;12,74
06/07/2013;;9,00
07/07/2013;;10,46
08/07/2013;30,38;18,87
09/07/2013;16,83;17,88
10/07/2013;19,05;11,77
11/07/2013;15,63;7,83
12/07/2013;25,90;19,17
13/07/2013;37,25;20,58
14/07/2013;33,22;15,78
15/07/2013;38,15;28,13
16/07/2013;;16,91
17/07/2013;;18,29
18/07/2013;;12,50
19/07/2013;;20,33
20/07/2013;;12,00
21/07/2013;;8,79
22/07/2013;10,16;18,17
23/07/2013;;14,54
24/07/2013;;11,14
25/07/2013;;9,00
26/07/2013;5,86;8,00
27/07/2013;16,35;2,58
28/07/2013;13,19;3,06
29/07/2013;21,56;10,42
30/07/2013;;11,00
31/07/2013;;7,29
01/08/2013;;4,84
02/08/2013;;1,75
03/08/2013;;3,21
04/08/2013;;10,86
05/08/2013;;16,13
06/08/2013;;11,78
07/08/2013;;20,67
08/08/2013;;
09/08/2013;;
10/08/2013;;
11/08/2013;;
12/08/2013;;7,25
13/08/2013;;12,50
14/08/2013;4,80;
15/08/2013;2,40;
16/08/2013;14,38;6,73
17/08/2013;20,32;4,33
18/08/2013;25,40;13,29
19/08/2013;12,58;7,71
20/08/2013;15,43;10,50
21/08/2013;11,26;8,18
22/08/2013;22,45;12,00
23/08/2013;;6,32
24/08/2013;;0,70
25/08/2013;;2,58
26/08/2013;12,53;2,00
27/08/2013;10,38;13,96
28/08/2013;;14,70
29/08/2013;12,68;11,83
30/08/2013;17,43;9,88
31/08/2013;14,78;5,91
01/09/2013;14,37;5,42
02/09/2013;10,63;9,04
03/09/2013;;2,41
04/09/2013;;0,63
05/09/2013;8,17;7,21
06/09/2013;;17,67
07/09/2013;;8,65
08/09/2013;;2,05
09/09/2013;;5,25
10/09/2013;1,95;2,22
11/09/2013;1,28;16,00
12/09/2013;;19,71
13/09/2013;;12,58
14/09/2013;;9,00
15/09/2013;;2,69
16/09/2013;;4,83
17/09/2013;;
18/09/2013;;31,75
19/09/2013;;13,00
20/09/2013;;
21/09/2013;;
22/09/2013;;
23/09/2013;;3,00
24/09/2013;;
25/09/2013;;
26/09/2013;7,91;
27/09/2013;31,18;
28/09/2013;;
29/09/2013;;
30/09/2013;;
01/10/2013;;
02/10/2013;7,15;5,86
03/10/2013;13,44;11,43
04/10/2013;28,58;
05/10/2013;;
06/10/2013;;
07/10/2013;;
08/10/2013;;
09/10/2013;4,73;
10/10/2013;;
11/10/2013;10,74;
12/10/2013;10,48;
13/10/2013;;
14/10/2013;;
15/10/2013;;
16/10/2013;;
17/10/2013;;
18/10/2013;;
19/10/2013;;
20/10/2013;;
21/10/2013;;
22/10/2013;;
23/10/2013;;
24/10/2013;;
25/10/2013;;
26/10/2013;;
27/10/2013;;
28/10/2013;;2,00
29/10/2013;;3,50
30/10/2013;;12,43
31/10/2013;;32,65
01/11/2013;;2,00
02/11/2013;;
03/11/2013;;1,25
04/11/2013;97,41;
05/11/2013;;73,70
06/11/2013;24,57;36,50
07/11/2013;;30,78
08/11/2013;;27,54
09/11/2013;;25,00
10/11/2013;;18,10
11/11/2013;;11,00
12/11/2013;;25,58
13/11/2013;;22,17
14/11/2013;;13,04
15/11/2013;;13,29
16/11/2013;;6,91
17/11/2013;;16,42
18/11/2013;;16,71
19/11/2013;;20,92
20/11/2013;;22,67
21/11/2013;;25,09
22/11/2013;;23,58
23/11/2013;;18,58
24/11/2013;;13,29
25/11/2013;2,00;15,28
26/11/2013;15,50;11,67
27/11/2013;22,46;11,88
28/11/2013;19,05;11,96
29/11/2013;22,64;10,40
30/11/2013;21,74;19,09
01/12/2013;22,87;20,58
02/12/2013;30,90;6,83
03/12/2013;;21,43
04/12/2013;;16,79
05/12/2013;;24,30
06/12/2013;;16,58
07/12/2013;;20,25
08/12/2013;;26,17
09/12/2013;;22,91
10/12/2013;;26,19
11/12/2013;;29,17
12/12/2013;;50,39
13/12/2013;;29,08
14/12/2013;;52,00
15/12/2013;;150,45
16/12/2013;;95,54
17/12/2013;;136,25
18/12/2013;;90,17
19/12/2013;;107,71
20/12/2013;;106,75
21/12/2013;;60,61
22/12/2013;;28,33
23/12/2013;;49,91
24/12/2013;;55,60
25/12/2013;;58,45
26/12/2013;;74,00
27/12/2013;;48,77
28/12/2013;;26,33
29/12/2013;;11,57
30/12/2013;;36,00
31/12/2013;;29,53
